features,ml,acc,ci,set,AOI_setting
"(' AOI Name', 'Difficulty_2')",logistic,0.4583333333333334,"(0.42959736036954294, 0.4870693062971238)",set_1,Sentences
"(' AOI Name', 'Difficulty_2')",logisticCV,0.47,"(0.4401311526721048, 0.49986884732789516)",set_1,Sentences
"(' AOI Name', 'Difficulty_2')",XGBClassifier,0.4933333333333334,"(0.46719637483083853, 0.5194702918358282)",set_1,Sentences
"(' AOI Name', 'Difficulty_2')",ensemble,0.44833333333333336,"(0.4183482105089776, 0.47831845615768914)",set_1,Sentences
"('Text ID', 'Difficulty_2')",randomForest,0.5533333333333333,"(0.517883426382895, 0.5887832402837717)",set_1,Sentences
"('Text ID', 'Difficulty_2')",kNeigh,0.4383333333333334,"(0.40692315858540923, 0.4697435080812576)",set_1,Sentences
"('Text ID', 'Difficulty_2')",svc,0.45,"(0.42580318284694, 0.47419681715306)",set_1,Sentences
"('Text ID', 'Difficulty_2')",logistic,0.4516666666666667,"(0.4237417491602251, 0.4795915841731083)",set_1,Sentences
"('Text ID', 'Difficulty_2')",logisticCV,0.4566666666666666,"(0.4315205966523342, 0.4818127366809991)",set_1,Sentences
"('Text ID', 'Difficulty_2')",XGBClassifier,0.485,"(0.45450346044966017, 0.5154965395503398)",set_1,Sentences
"('Text ID', 'Difficulty_2')",ensemble,0.455,"(0.4284708026516695, 0.48152919734833055)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",randomForest,0.5883333333333334,"(0.5527046953654907, 0.623961971301176)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",kNeigh,0.47,"(0.4394003977093605, 0.5005996022906395)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",svc,0.4716666666666666,"(0.4450543185193969, 0.4982790148139363)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",logistic,0.4533333333333334,"(0.42177404077360736, 0.48489262589305937)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",logisticCV,0.465,"(0.4382882125594473, 0.49171178744055277)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",XGBClassifier,0.5116666666666666,"(0.48075279043055874, 0.5425805429027745)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",ensemble,0.4783333333333333,"(0.4483629506464416, 0.5083037160202251)",set_1,Sentences
"('Difficulty_1',)",randomForest,0.5566666666666666,"(0.5223762516963205, 0.5909570816370128)",set_1,Sentences
"('Difficulty_1',)",kNeigh,0.49,"(0.4568229958339123, 0.5231770041660877)",set_1,Sentences
"('Difficulty_1',)",svc,0.45,"(0.42361904077825996, 0.47638095922174006)",set_1,Sentences
"('Difficulty_1',)",logistic,0.4433333333333334,"(0.41543810108829266, 0.47122856557837417)",set_1,Sentences
"('Difficulty_1',)",logisticCV,0.455,"(0.4268544221725142, 0.48314557782748585)",set_1,Sentences
"('Difficulty_1',)",XGBClassifier,0.48,"(0.4528839163789088, 0.5071160836210912)",set_1,Sentences
"('Difficulty_1',)",ensemble,0.44666666666666666,"(0.4222969804136232, 0.47103635291971013)",set_1,Sentences
"(' AOI Name', 'Difficulty_1')",randomForest,0.5733333333333334,"(0.538372933457629, 0.6082937332090377)",set_1,Sentences
"(' AOI Name', 'Difficulty_1')",kNeigh,0.4733333333333332,"(0.44297293567682344, 0.5036937309898429)",set_1,Sentences
"(' AOI Name', 'Difficulty_1')",svc,0.4649999999999999,"(0.444352964848289, 0.4856470351517108)",set_1,Sentences
"(' AOI Name', 'Difficulty_1')",logistic,0.45,"(0.42320356704180173, 0.4767964329581982)",set_1,Sentences
"(' AOI Name', 'Difficulty_1')",logisticCV,0.47,"(0.4472721916215524, 0.49272780837844754)",set_1,Sentences
"(' AOI Name', 'Difficulty_1')",XGBClassifier,0.4833333333333333,"(0.45612777086704137, 0.5105388957996252)",set_1,Sentences
"(' AOI Name', 'Difficulty_1')",ensemble,0.4766666666666667,"(0.45223360010826785, 0.5010997332250656)",set_1,Sentences
"('Text ID', 'Difficulty_1')",randomForest,0.545,"(0.5101868424600563, 0.5798131575399438)",set_1,Sentences
"('Text ID', 'Difficulty_1')",kNeigh,0.4516666666666666,"(0.4183318775552436, 0.48500145577808973)",set_1,Sentences
"('Text ID', 'Difficulty_1')",svc,0.4866666666666667,"(0.46379350736073216, 0.5095398259726013)",set_1,Sentences
"('Text ID', 'Difficulty_1')",logistic,0.4716666666666666,"(0.4387453689868793, 0.5045879643464539)",set_1,Sentences
"('Text ID', 'Difficulty_1')",logisticCV,0.4716666666666666,"(0.4434426996668297, 0.49989063366650355)",set_1,Sentences
"('Text ID', 'Difficulty_1')",XGBClassifier,0.4850000000000001,"(0.45343545732918455, 0.5165645426708156)",set_1,Sentences
"('Text ID', 'Difficulty_1')",ensemble,0.4633333333333334,"(0.435295898473107, 0.49137076819355974)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",randomForest,0.5983333333333334,"(0.5587005260968493, 0.6379661405698175)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",kNeigh,0.4416666666666667,"(0.4083053766752863, 0.4750279566580471)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",svc,0.4516666666666666,"(0.4249548792261139, 0.4783784541072194)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",logistic,0.45,"(0.416268246325738, 0.483731753674262)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",logisticCV,0.4683333333333333,"(0.4376202219565955, 0.49904644471007104)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",XGBClassifier,0.4866666666666666,"(0.45353631091757707, 0.5197970224157561)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",ensemble,0.4633333333333334,"(0.429249722601031, 0.49741694406563575)",set_1,Sentences
"('Difficulty_2', 'Difficulty_1')",randomForest,0.58,"(0.5431445061356438, 0.6168554938643561)",set_1,Sentences
"('Difficulty_2', 'Difficulty_1')",kNeigh,0.44666666666666666,"(0.4128106944656761, 0.4805226388676572)",set_1,Sentences
"('Difficulty_2', 'Difficulty_1')",svc,0.465,"(0.4454523034372899, 0.48454769656271013)",set_1,Sentences
"('Difficulty_2', 'Difficulty_1')",logistic,0.4766666666666666,"(0.44443545604824386, 0.5088978772850894)",set_1,Sentences
"('Difficulty_2', 'Difficulty_1')",logisticCV,0.485,"(0.4587891813084682, 0.5112108186915318)",set_1,Sentences
"('Difficulty_2', 'Difficulty_1')",XGBClassifier,0.4883333333333333,"(0.4567128437167952, 0.5199538229498714)",set_1,Sentences
"('Difficulty_2', 'Difficulty_1')",ensemble,0.47,"(0.4390414879206153, 0.5009585120793847)",set_1,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",randomForest,0.5683333333333334,"(0.5344072810609803, 0.6022593856056864)",set_1,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",kNeigh,0.4683333333333333,"(0.43871891486922016, 0.4979477517974464)",set_1,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",svc,0.4733333333333334,"(0.4552994518706328, 0.49136721479603396)",set_1,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",logistic,0.4616666666666667,"(0.4359837795178575, 0.48734955381547596)",set_1,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",logisticCV,0.4750000000000001,"(0.4513223644701059, 0.4986776355298943)",set_1,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",XGBClassifier,0.4633333333333334,"(0.435295898473107, 0.49137076819355974)",set_1,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",ensemble,0.47,"(0.444959586209331, 0.49504041379066893)",set_1,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",randomForest,0.6066666666666667,"(0.5692047019554192, 0.6441286313779142)",set_1,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",kNeigh,0.465,"(0.43479463827917036, 0.4952053617208297)",set_1,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",svc,0.4633333333333334,"(0.4414979396798163, 0.48516872698685043)",set_1,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",logistic,0.4516666666666667,"(0.4241401847280413, 0.4791931486052921)",set_1,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",logisticCV,0.4716666666666666,"(0.4472177807045007, 0.49611555262883256)",set_1,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",XGBClassifier,0.4966666666666666,"(0.46479389810615307, 0.5285394352271803)",set_1,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",ensemble,0.4566666666666667,"(0.43108505907469147, 0.482248274258642)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",randomForest,0.5833333333333333,"(0.5486330071761718, 0.6180336594904947)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",kNeigh,0.4916666666666667,"(0.4607099387853113, 0.5226233945480221)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",svc,0.4733333333333333,"(0.4477085791301762, 0.49895808753649035)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",logistic,0.445,"(0.41797573527853926, 0.47202426472146075)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",logisticCV,0.4683333333333334,"(0.4431543366713829, 0.4935123299952839)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",XGBClassifier,0.4766666666666667,"(0.4484564020478433, 0.5048769312854902)",set_1,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",ensemble,0.4533333333333333,"(0.4271288373577762, 0.47953782930889044)",set_1,Sentences
(),randomForest,0.705,"(0.6674393793139966, 0.7425606206860034)",set_2,Sentences
(),kNeigh,0.6166666666666667,"(0.5846141760174115, 0.6487191573159219)",set_2,Sentences
(),svc,0.6150000000000001,"(0.585385581535887, 0.6446144184641132)",set_2,Sentences
(),logistic,0.5666666666666668,"(0.5380752175342486, 0.5952581157990849)",set_2,Sentences
(),logisticCV,0.53,"(0.5082660253510953, 0.5517339746489047)",set_2,Sentences
(),XGBClassifier,0.605,"(0.5757761019241009, 0.6342238980758991)",set_2,Sentences
(),ensemble,0.6383333333333333,"(0.6016054480306051, 0.6750612186360615)",set_2,Sentences
"(' AOI Name',)",randomForest,0.7600000000000001,"(0.730153351744163, 0.7898466482558373)",set_2,Sentences
"(' AOI Name',)",kNeigh,0.6283333333333332,"(0.5951446773078107, 0.6615219893588556)",set_2,Sentences
"(' AOI Name',)",svc,0.6516666666666667,"(0.6152286713680883, 0.6881046619652451)",set_2,Sentences
"(' AOI Name',)",logistic,0.6133333333333332,"(0.585573072407604, 0.6410935942590623)",set_2,Sentences
"(' AOI Name',)",logisticCV,0.5466666666666665,"(0.5222064873942941, 0.571126845939039)",set_2,Sentences
"(' AOI Name',)",XGBClassifier,0.6066666666666666,"(0.5820085717208034, 0.6313247616125297)",set_2,Sentences
"(' AOI Name',)",ensemble,0.665,"(0.6319313877333238, 0.6980686122666763)",set_2,Sentences
"('Text ID',)",randomForest,0.6883333333333331,"(0.6572768482155508, 0.7193898184511155)",set_2,Sentences
"('Text ID',)",kNeigh,0.6349999999999999,"(0.6032261642241261, 0.6667738357758737)",set_2,Sentences
"('Text ID',)",svc,0.6016666666666667,"(0.5731158153052778, 0.6302175180280556)",set_2,Sentences
"('Text ID',)",logistic,0.585,"(0.5569960756373971, 0.6130039243626029)",set_2,Sentences
"('Text ID',)",logisticCV,0.5666666666666667,"(0.5446198116499035, 0.5887135216834298)",set_2,Sentences
"('Text ID',)",XGBClassifier,0.625,"(0.597441431229046, 0.652558568770954)",set_2,Sentences
"('Text ID',)",ensemble,0.665,"(0.633295775077328, 0.696704224922672)",set_2,Sentences
"(' AOI Name', 'Text ID')",randomForest,0.7033333333333333,"(0.6699042307294206, 0.7367624359372459)",set_2,Sentences
"(' AOI Name', 'Text ID')",kNeigh,0.5716666666666667,"(0.5425943655052363, 0.600738967828097)",set_2,Sentences
"(' AOI Name', 'Text ID')",svc,0.585,"(0.551598998112813, 0.6184010018871869)",set_2,Sentences
"(' AOI Name', 'Text ID')",logistic,0.5983333333333334,"(0.5697052024927608, 0.626961464173906)",set_2,Sentences
"(' AOI Name', 'Text ID')",logisticCV,0.5566666666666668,"(0.5335341770916194, 0.5797991562417141)",set_2,Sentences
"(' AOI Name', 'Text ID')",XGBClassifier,0.5966666666666667,"(0.5683938168026028, 0.6249395165307305)",set_2,Sentences
"(' AOI Name', 'Text ID')",ensemble,0.6299999999999999,"(0.5982661718070065, 0.6617338281929933)",set_2,Sentences
"('Difficulty_2',)",randomForest,0.675,"(0.642647345697506, 0.707352654302494)",set_2,Sentences
"('Difficulty_2',)",kNeigh,0.6166666666666667,"(0.5871250775413014, 0.646208255792032)",set_2,Sentences
"('Difficulty_2',)",svc,0.5933333333333334,"(0.5631188298303506, 0.6235478368363162)",set_2,Sentences
"('Difficulty_2',)",logistic,0.5883333333333333,"(0.5599532375417838, 0.6167134291248827)",set_2,Sentences
"('Difficulty_2',)",logisticCV,0.5249999999999999,"(0.5008603182682412, 0.5491396817317586)",set_2,Sentences
"('Difficulty_2',)",XGBClassifier,0.6149999999999999,"(0.589386025635864, 0.6406139743641358)",set_2,Sentences
"('Difficulty_2',)",ensemble,0.6149999999999999,"(0.5828803728269412, 0.6471196271730586)",set_2,Sentences
"(' AOI Name', 'Difficulty_2')",randomForest,0.6883333333333335,"(0.6562274663096362, 0.7204392003570307)",set_2,Sentences
"(' AOI Name', 'Difficulty_2')",kNeigh,0.5833333333333333,"(0.5573744966946275, 0.609292169972039)",set_2,Sentences
"(' AOI Name', 'Difficulty_2')",svc,0.6216666666666667,"(0.5841060459806633, 0.6592272873526701)",set_2,Sentences
"(' AOI Name', 'Difficulty_2')",logistic,0.6066666666666667,"(0.5763791282408292, 0.6369542050925042)",set_2,Sentences
"(' AOI Name', 'Difficulty_2')",logisticCV,0.5466666666666666,"(0.521758953406299, 0.5715743799270343)",set_2,Sentences
"(' AOI Name', 'Difficulty_2')",XGBClassifier,0.6,"(0.5738292509746652, 0.6261707490253348)",set_2,Sentences
"(' AOI Name', 'Difficulty_2')",ensemble,0.6516666666666667,"(0.6174165450229334, 0.6859167883104)",set_2,Sentences
"('Text ID', 'Difficulty_2')",randomForest,0.7,"(0.6657805330158806, 0.7342194669841193)",set_2,Sentences
"('Text ID', 'Difficulty_2')",kNeigh,0.6200000000000001,"(0.5895088944543155, 0.6504911055456847)",set_2,Sentences
"('Text ID', 'Difficulty_2')",svc,0.6333333333333333,"(0.6025107146510045, 0.6641559520156621)",set_2,Sentences
"('Text ID', 'Difficulty_2')",logistic,0.5666666666666667,"(0.5380752175342485, 0.5952581157990848)",set_2,Sentences
"('Text ID', 'Difficulty_2')",logisticCV,0.545,"(0.524589738261517, 0.5654102617384831)",set_2,Sentences
"('Text ID', 'Difficulty_2')",XGBClassifier,0.6183333333333333,"(0.589628131062843, 0.6470385356038236)",set_2,Sentences
"('Text ID', 'Difficulty_2')",ensemble,0.64,"(0.6092778979286003, 0.6707221020713997)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",randomForest,0.7099999999999999,"(0.678602137105349, 0.7413978628946507)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",kNeigh,0.64,"(0.6089204027453765, 0.6710795972546235)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",svc,0.6149999999999999,"(0.5805569002773415, 0.6494430997226582)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",logistic,0.59,"(0.5550080160543652, 0.6249919839456347)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",logisticCV,0.5483333333333333,"(0.5237762459826564, 0.5728904206840103)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",XGBClassifier,0.6116666666666667,"(0.5801161262335018, 0.6432172070998315)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2')",ensemble,0.6516666666666664,"(0.6131649242366424, 0.6901684090966904)",set_2,Sentences
"('Difficulty_1',)",randomForest,0.6633333333333333,"(0.6314605647728198, 0.6952061018938469)",set_2,Sentences
"('Difficulty_1',)",kNeigh,0.6050000000000001,"(0.5735898252520759, 0.6364101747479243)",set_2,Sentences
"('Difficulty_1',)",svc,0.63,"(0.5979199491645272, 0.6620800508354728)",set_2,Sentences
"('Difficulty_1',)",logistic,0.5716666666666667,"(0.5445607697860909, 0.5987725635472424)",set_2,Sentences
"('Difficulty_1',)",logisticCV,0.5433333333333333,"(0.5236028257600188, 0.5630638409066479)",set_2,Sentences
"('Difficulty_1',)",XGBClassifier,0.605,"(0.5777315719259425, 0.6322684280740575)",set_2,Sentences
"('Difficulty_1',)",ensemble,0.6333333333333333,"(0.598792549750714, 0.6678741169159526)",set_2,Sentences
"(' AOI Name', 'Difficulty_1')",randomForest,0.71,"(0.6782522504076999, 0.7417477495923)",set_2,Sentences
"(' AOI Name', 'Difficulty_1')",kNeigh,0.5916666666666666,"(0.5603551222949115, 0.6229782110384217)",set_2,Sentences
"(' AOI Name', 'Difficulty_1')",svc,0.6099999999999999,"(0.5783917403160858, 0.641608259683914)",set_2,Sentences
"(' AOI Name', 'Difficulty_1')",logistic,0.615,"(0.5877153720563573, 0.6422846279436427)",set_2,Sentences
"(' AOI Name', 'Difficulty_1')",logisticCV,0.5533333333333332,"(0.5334577875633453, 0.5732088791033212)",set_2,Sentences
"(' AOI Name', 'Difficulty_1')",XGBClassifier,0.6216666666666666,"(0.5947242814387257, 0.6486090518946075)",set_2,Sentences
"(' AOI Name', 'Difficulty_1')",ensemble,0.6600000000000001,"(0.6334437500842979, 0.6865562499157024)",set_2,Sentences
"('Text ID', 'Difficulty_1')",randomForest,0.6816666666666669,"(0.6494097608375899, 0.7139235724957438)",set_2,Sentences
"('Text ID', 'Difficulty_1')",kNeigh,0.6299999999999999,"(0.5989702041235487, 0.661029795876451)",set_2,Sentences
"('Text ID', 'Difficulty_1')",svc,0.6633333333333334,"(0.6291203234616376, 0.6975463432050293)",set_2,Sentences
"('Text ID', 'Difficulty_1')",logistic,0.6016666666666667,"(0.5723521867444794, 0.630981146588854)",set_2,Sentences
"('Text ID', 'Difficulty_1')",logisticCV,0.5583333333333333,"(0.535126941660727, 0.5815397250059396)",set_2,Sentences
"('Text ID', 'Difficulty_1')",XGBClassifier,0.6216666666666666,"(0.5908960602376123, 0.6524372730957209)",set_2,Sentences
"('Text ID', 'Difficulty_1')",ensemble,0.6683333333333334,"(0.6339544392769481, 0.7027122273897188)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",randomForest,0.7483333333333333,"(0.7149323314461463, 0.7817343352205203)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",kNeigh,0.6366666666666666,"(0.6075469066908544, 0.6657864266424788)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",svc,0.6499999999999999,"(0.6146687071413798, 0.68533129285862)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",logistic,0.6033333333333333,"(0.5744420866458944, 0.6322245800207722)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",logisticCV,0.5549999999999999,"(0.5310072049363377, 0.5789927950636622)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",XGBClassifier,0.6266666666666666,"(0.5965253750558722, 0.656807958277461)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_1')",ensemble,0.6549999999999998,"(0.6188175636374913, 0.6911824363625083)",set_2,Sentences
"('Difficulty_2', 'Difficulty_1')",randomForest,0.6733333333333333,"(0.6381838547402787, 0.708482811926388)",set_2,Sentences
"('Difficulty_2', 'Difficulty_1')",kNeigh,0.6166666666666667,"(0.5853110525414036, 0.6480222807919298)",set_2,Sentences
"('Difficulty_2', 'Difficulty_1')",svc,0.6366666666666667,"(0.6036364936560087, 0.6696968396773247)",set_2,Sentences
"('Difficulty_2', 'Difficulty_1')",logistic,0.5750000000000001,"(0.5429906196468507, 0.6070093803531494)",set_2,Sentences
"('Difficulty_2', 'Difficulty_1')",logisticCV,0.535,"(0.513309272022263, 0.5566907279777371)",set_2,Sentences
"('Difficulty_2', 'Difficulty_1')",XGBClassifier,0.605,"(0.5765421610254338, 0.6334578389745662)",set_2,Sentences
"('Difficulty_2', 'Difficulty_1')",ensemble,0.64,"(0.6096396023434902, 0.6703603976565098)",set_2,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",randomForest,0.6983333333333333,"(0.6662137061602745, 0.730452960506392)",set_2,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",kNeigh,0.5966666666666667,"(0.5668718805668758, 0.6264614527664576)",set_2,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",svc,0.6233333333333334,"(0.5902229898819015, 0.6564436767847653)",set_2,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",logistic,0.6183333333333334,"(0.5896281310628431, 0.6470385356038237)",set_2,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",logisticCV,0.5516666666666666,"(0.5292742792558093, 0.574059054077524)",set_2,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",XGBClassifier,0.6016666666666667,"(0.57554027666507, 0.6277930566682633)",set_2,Sentences
"(' AOI Name', 'Difficulty_2', 'Difficulty_1')",ensemble,0.6583333333333333,"(0.6249720433419529, 0.6916946233247138)",set_2,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",randomForest,0.695,"(0.6582721146972719, 0.731727885302728)",set_2,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",kNeigh,0.64,"(0.6096396023434902, 0.6703603976565098)",set_2,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",svc,0.645,"(0.6096202770561396, 0.6803797229438604)",set_2,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",logistic,0.6050000000000001,"(0.5743012792115546, 0.6356987207884456)",set_2,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",logisticCV,0.5483333333333333,"(0.526139156393688, 0.5705275102729787)",set_2,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",XGBClassifier,0.6333333333333333,"(0.6025107146510044, 0.6641559520156622)",set_2,Sentences
"('Text ID', 'Difficulty_2', 'Difficulty_1')",ensemble,0.6466666666666667,"(0.6104765983277899, 0.6828567350055436)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",randomForest,0.7216666666666667,"(0.688080963449831, 0.7552523698835023)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",kNeigh,0.5933333333333334,"(0.5620411993152761, 0.6246254673513907)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",svc,0.625,"(0.5919714992761573, 0.6580285007238427)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",logistic,0.6,"(0.5702720267599025, 0.6297279732400974)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",logisticCV,0.5383333333333333,"(0.5168678632969801, 0.5597988033696866)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",XGBClassifier,0.6116666666666667,"(0.5826704611760153, 0.6406628721573181)",set_2,Sentences
"(' AOI Name', 'Text ID', 'Difficulty_2', 'Difficulty_1')",ensemble,0.6483333333333334,"(0.6125685305271358, 0.6840981361395311)",set_2,Sentences
(),randomForest,0.58,"(0.538625752149783, 0.6213742478502169)",set_3,Sentences
(),kNeigh,0.5316666666666667,"(0.49214550922518147, 0.571187824108152)",set_3,Sentences
(),svc,0.5433333333333333,"(0.5186304786938062, 0.5680361879728605)",set_3,Sentences
(),logistic,0.4433333333333333,"(0.4127915480093963, 0.4738751186572703)",set_3,Sentences
(),logisticCV,0.4433333333333333,"(0.41504485879282726, 0.47162180787383934)",set_3,Sentences
(),XGBClassifier,0.615,"(0.5712344559876122, 0.6587655440123877)",set_3,Sentences
(),ensemble,0.5316666666666667,"(0.49242602350564596, 0.5709073098276876)",set_3,Sentences
"(' AOI Name',)",randomForest,0.5633333333333334,"(0.5246355500650708, 0.6020311166015959)",set_3,Sentences
"(' AOI Name',)",kNeigh,0.525,"(0.49033949063869126, 0.5596605093613088)",set_3,Sentences
"(' AOI Name',)",svc,0.5249999999999999,"(0.5013223644701057, 0.5486776355298941)",set_3,Sentences
"(' AOI Name',)",logistic,0.495,"(0.45755720760429064, 0.5324427923957094)",set_3,Sentences
"(' AOI Name',)",logisticCV,0.44,"(0.40794061708302737, 0.47205938291697264)",set_3,Sentences
"(' AOI Name',)",XGBClassifier,0.5716666666666667,"(0.5317118393132634, 0.6116214940200699)",set_3,Sentences
"(' AOI Name',)",ensemble,0.5116666666666667,"(0.4767268117466677, 0.5466065215866658)",set_3,Sentences
"('Text ID',)",randomForest,0.5733333333333335,"(0.5380583653065124, 0.6086083013601545)",set_3,Sentences
"('Text ID',)",kNeigh,0.4916666666666667,"(0.45424748445216256, 0.5290858488811708)",set_3,Sentences
"('Text ID',)",svc,0.5133333333333333,"(0.4872980095327091, 0.5393686571339575)",set_3,Sentences
"('Text ID',)",logistic,0.4716666666666667,"(0.43616226807277475, 0.5071710652605587)",set_3,Sentences
"('Text ID',)",logisticCV,0.4416666666666667,"(0.41000428171593245, 0.47332905161740096)",set_3,Sentences
"('Text ID',)",XGBClassifier,0.56,"(0.5165320507021907, 0.6034679492978094)",set_3,Sentences
"('Text ID',)",ensemble,0.4883333333333333,"(0.4563653935590267, 0.5203012731076399)",set_3,Sentences
"(' AOI Name', 'Text ID')",randomForest,0.6233333333333334,"(0.5795867242423028, 0.667079942424364)",set_3,Sentences
"(' AOI Name', 'Text ID')",kNeigh,0.535,"(0.4950341147823144, 0.5749658852176857)",set_3,Sentences
"(' AOI Name', 'Text ID')",svc,0.5683333333333332,"(0.5421225146418014, 0.5945441520248651)",set_3,Sentences
"(' AOI Name', 'Text ID')",logistic,0.5033333333333334,"(0.4626320574244515, 0.5440346092422153)",set_3,Sentences
"(' AOI Name', 'Text ID')",logisticCV,0.4883333333333333,"(0.4486559541480071, 0.5280107125186596)",set_3,Sentences
"(' AOI Name', 'Text ID')",XGBClassifier,0.5866666666666667,"(0.5450262752780729, 0.6283070580552604)",set_3,Sentences
"(' AOI Name', 'Text ID')",ensemble,0.545,"(0.5037929647507721, 0.586207035249228)",set_3,Sentences
"('Difficulty_2',)",randomForest,0.6000000000000001,"(0.5609555013111602, 0.63904449868884)",set_3,Sentences
"('Difficulty_2',)",kNeigh,0.5183333333333334,"(0.48226097647118343, 0.5544056901954835)",set_3,Sentences
"('Difficulty_2',)",svc,0.5233333333333333,"(0.49473415782619434, 0.5519325088404723)",set_3,Sentences
"('Difficulty_2',)",logistic,0.44333333333333336,"(0.40808969577545867, 0.47857697089120804)",set_3,Sentences
"('Difficulty_2',)",logisticCV,0.44,"(0.40794061708302737, 0.47205938291697264)",set_3,Sentences
"('Difficulty_2',)",XGBClassifier,0.5766666666666668,"(0.5309928500581172, 0.6223404832752163)",set_3,Sentences
"('Difficulty_2',)",ensemble,0.5116666666666667,"(0.4728335237402454, 0.550499809593088)",set_3,Sentences
